ticker,quarter,date_parsed,word_count,sentence_count,avg_sentence_length,flesch_kincaid_grade,numeric_density,negative_count,uncertainty_count,litigious_count,forward_looking_count,word_count_zscore,sentence_count_zscore,avg_sentence_length_zscore,flesch_kincaid_grade_zscore,numeric_density_zscore,negative_count_zscore,uncertainty_count_zscore,litigious_count_zscore,forward_looking_count_zscore,excess_return_1d,excess_return_3d,excess_return_5d,y_1d,y_3d,y_5d
COST,2021-Q2,2021-03-04,10473,708,14.792372881355933,7.902089114906534,36.85667907953786,58,90,8,44,-0.2893514261783627,0.7144555539252425,-0.9100501908000246,-0.4197100709026179,1.7800142812947934,0.493859267892952,0.1895626513260327,1.0634278818319003,0.8792124311144518,-0.023787864449296,-0.0286088790696926,-0.0145556454832786,1,1,1
COST,2021-Q3,2021-05-27,11821,727,16.25997248968363,8.383043829394719,29.100752897386005,49,101,9,42,1.4395746486817096,1.0661305675153876,0.1604780451589555,0.5125534731287655,0.0022563882346377,-0.516307416433541,0.9342730672497336,1.5257878304544656,0.6000973736178004,-0.0256082396914073,-0.0203127365542475,-0.0078427749140685,1,1,1
COST,2021-Q4,2021-09-23,9258,601,15.40432612312812,7.917245040709346,29.27198098941456,45,66,5,33,-1.847693548548532,-1.266030048924522,-0.4636660266953142,-0.3903324254063214,0.0415040660707026,-0.9652703872453156,-1.435260074325678,-0.3236519640357958,-0.6559203851171315,0.0314150969736606,0.009353008175898,0.0241047384422997,0,0,0
COST,2022-Q1,2021-12-09,11364,718,15.827298050139277,8.018866275875887,27.80711017247448,52,114,7,36,0.8534327968930946,0.8995476663411084,-0.1551326989988148,-0.1933538534299097,-0.2942631390274491,-0.17958518832471,1.814385376977744,0.6010679332093349,-0.2372477988721541,0.0563658930684509,0.0464819621498364,0.053759308926514,0,0,0
COST,2022-Q2,2022-03-03,10821,705,15.348936170212768,7.895031316879855,35.5789668237686,60,92,5,35,0.1569885397350684,0.6589279202004827,-0.5040697636872393,-0.433390626687192,1.487146222160778,0.7183407532988393,0.324964545130342,-0.3236519640357958,-0.3768053276204799,-0.0060391675165124,0.0264838623504725,0.0228594468279464,1,0,0
COST,2022-Q3,2022-05-26,9997,642,15.571651090342678,8.18469851787387,26.607982394718416,44,84,3,36,-0.899862414036964,-0.5071523880194719,-0.3416122315268855,0.1280887875975901,-0.5691186265125142,-1.0775111299482594,-0.2166430300868949,-1.2483718612809267,-0.2372477988721541,-0.0121402562181708,-0.0277645527299125,0.0113118957207786,1,1,0
COST,2022-Q4,2022-09-22,10313,669,15.415545590433483,7.654713136828239,28.41074372151653,65,68,5,28,-0.4945652036098253,-0.0074036844966342,-0.4554820802874137,-0.8992138559459125,-0.1559025769072345,1.2795444668135576,-1.299858180521369,-0.3236519640357958,-1.3537080288587602,-0.0258791998544972,0.0107596719378337,0.0137319657522874,1,0,0
COST,2023-Q1,2022-12-08,10301,654,15.750764525993883,7.592977035598729,29.9970876613921,65,75,6,30,-0.5099562369171851,-0.2850418531204329,-0.2109594368435129,-1.0188806661322949,0.2077078280901348,1.2795444668135576,-0.8259515522062866,0.1387079845867695,-1.0745929713621087,0.0107935394435303,-0.0003779364549309,-0.019689876360434,0,0,1
CVX,2020-Q4,2021-01-29,11453,725,15.797241379310345,8.559726052916353,13.70819872522483,82,91,10,86,1.705649033327461,1.911949268974908,-0.6203574302813453,-0.5222809163339471,-0.0100239121968252,1.8762333001649996,0.9927774215608204,-0.1304171741330692,-0.7967902076882185,-0.0024433405464122,0.0123001054411038,-1.3936767153693852e-05,0,0,0
CVX,2021-Q1,2021-04-30,9348,615,15.2,8.26140603971903,13.906718014548566,50,54,13,82,-0.6208639847540588,0.1738135699068098,-1.1842883415426997,-1.162747393858126,0.0722135180966893,0.1849807479035914,-1.4560735516225367,0.3912515223992076,-0.9929231818883952,0.0217103312764429,0.0608600057319538,0.0558794075263788,0,0,0
CVX,2021-Q2,2021-07-30,9180,564,16.27659574468085,9.198222756043624,17.755991285403052,18,66,2,115,-0.806542933465553,-0.632049345115672,-0.1677385169825909,0.8485145927566046,1.6667907673450617,-1.5062718043578165,-0.6618516143738803,-1.5215336982191408,0.6251738552630637,0.0003301222835884,-0.0159030529502081,-0.0077011761712035,0,1,1
CVX,2021-Q3,2021-10-29,10891,587,18.55366269165247,9.4901960945598,13.497383160407676,35,87,9,143,1.08450874061401,-0.2686209716741606,1.982327575041404,1.4753553254524017,-0.09735512507542,-0.6077938859689435,0.7280367758112684,-0.3043067396438281,1.9981046746643016,-0.0013707521500401,-0.0248374092747477,-0.0180231363031751,0,1,1
CVX,2021-Q4,2022-01-28,9227,558,16.53584229390681,8.768847660718375,16.47339330226509,59,80,22,92,-0.7545970370998374,-0.7268567468830228,0.0770488467382146,-0.0733154644768415,1.1354692892548262,0.6606455282271124,0.2647406457495521,1.956257611996038,-0.5025907463879532,-0.0124985610410615,0.0019050191329344,0.0250759202124698,1,0,0
CVX,2022-Q1,2022-04-29,9947,636,15.63993710691824,8.134926058661172,11.259676284306826,46,94,7,87,0.0411698859494235,0.5056394760925377,-0.7688882333174966,-1.4342886393724534,-1.0243343816884414,-0.0264258211290844,1.191332905872985,-0.652085870665346,-0.7477569641381743,0.0136396990454842,0.0282930246963708,0.0910894108214711,0,0,0
CVX,2022-Q2,2022-07-29,10286,630,16.326984126984126,9.070082691759342,12.638537818393932,35,58,10,111,0.4158434788851172,0.4108320743251868,-0.120160490185312,0.5734092965269786,-0.4531353325674292,-0.6077938859689435,-1.191332905872985,-0.1304171741330692,0.4290408810628869,-0.0170045892307825,-0.057381382510672,-0.0655047672963315,1,1,1
CVX,2022-Q3,2022-10-28,8946,517,17.3036750483559,8.940568187091756,10.619271182651463,47,78,13,102,-1.0651671834565628,-1.3747073256265867,0.802056590529837,0.2953531993053985,-1.2896248231684622,0.0264258211290844,0.132370322874776,0.3912515223992076,-0.012258310887511,0.0123353313715942,0.0281503136544195,0.0516824417771142,0,0,0
ETSY,2020-Q2,2020-08-05,10232,491,20.83910386965377,10.209126467931164,19.155590304925724,28,95,7,58,0.5319430037014758,-1.3557634104067948,1.622659548528209,1.3838849633198516,-1.519126071736429,0.4340185399533711,1.6605351695102184,0.2738612787525829,-0.6620516813167399,-0.0425464572237291,-0.016321772877076,-0.1154441119387441,1,1,1
