ticker,quarter,date_parsed,word_count,sentence_count,avg_sentence_length,flesch_kincaid_grade,numeric_density,negative_count,uncertainty_count,litigious_count,forward_looking_count,word_count_zscore,sentence_count_zscore,avg_sentence_length_zscore,flesch_kincaid_grade_zscore,numeric_density_zscore,negative_count_zscore,uncertainty_count_zscore,litigious_count_zscore,forward_looking_count_zscore
AAPL,2019-Q3,2019-07-30,8355,440,18.988636363636363,10.239787082498516,26.21184919210054,18,30,3,67,-0.5945752477039877,-1.6476693323244531,1.7220395013088332,1.7649000145955054,2.1250019184711024,-1.9323985273224797,-2.0633079828058642,-0.402182983321936,1.3478309598585034
AAPL,2020-Q1,2020-01-28,8267,459,18.010893246187365,10.009808066315959,24.43449860892706,27,38,3,67,-0.8360908115586906,-1.0617334467652226,0.6520874888716999,1.1836400020031412,1.5291995386550756,-1.268959250912037,-1.5064634187715105,-0.402182983321936,1.3478309598585034
AAPL,2020-Q2,2020-04-30,8278,442,18.728506787330318,10.225605885955115,16.79149553032133,51,55,1,70,-0.8059013660768527,-1.5859918706866394,1.4373776523057482,1.7290577772548223,-1.0328832976100102,0.5002121528491431,-0.323168720198509,-1.6534189314346261,1.6099092020532122
AAPL,2020-Q3,2020-07-30,8109,468,17.326923076923077,9.551079628470053,21.211000123319767,36,66,6,56,-1.2697210284796343,-0.7841848693950608,-0.09638646711036879,0.02422771307010578,0.44862033990803485,-0.6055199745015944,0.4424925553487272,1.474670938847099,0.38687740514457053
AAPL,2020-Q4,2020-10-29,8970,494,18.157894736842106,9.559400092994977,19.175027870680047,40,49,5,55,1.0932892042351288,0.01762213189651771,0.8129523806314756,0.04525725478574172,-0.23387703840674334,-0.3106580738747311,-0.7408021432242743,0.849052964790754,0.29951799107966753
AAPL,2021-Q1,2021-01-27,9062,500,18.124,9.434865431988374,18.09755020966674,38,74,2,31,1.3457827482650455,0.2026545168099589,0.7758611025155429,-0.26949762949214773,-0.5950684435847254,-0.45808902418816283,0.9993371193830809,-1.0278009573782811,-1.797107946478004
AAPL,2021-Q2,2021-04-28,8835,518,17.055984555984555,9.272368888857525,19.015280135823428,42,60,2,50,0.7227823733216642,0.7577516715502826,-0.3928766295584141,-0.6801991981582062,-0.28742757677484176,-0.16322712356129943,0.024859132322962003,-1.0278009573782811,-0.13727907924484736
AAPL,2021-Q3,2021-07-27,8962,520,17.234615384615385,9.42221228545619,17.629993305065835,39,73,3,44,1.0713332438847012,0.8194291331880963,-0.19739950354649033,-0.30147779983426304,-0.7518025843321526,-0.38437354903144694,0.9297315488787867,-0.402182983321936,-0.6614355636342653
AAPL,2021-Q4,2021-10-28,9226,541,17.053604436229204,9.183584627717583,16.583568176891394,44,62,6,54,1.7958799354488097,1.4670424803851405,-0.39548121339708486,-0.9045968045347852,-1.1025845783675798,-0.015796173247867754,0.16407027333155041,1.474670938847099,0.21215857701476457
AAPL,2022-Q1,2022-01-27,8468,513,16.50682261208577,8.930139315990548,17.83183750590458,42,66,4,42,-0.28444730775419885,0.6035580174557482,-0.9938288802491918,-1.545166659694922,-0.6841404942806419,-0.16322712356129943,0.4424925553487272,0.22343499073440898,-0.8361543917640712
AAPL,2022-Q2,2022-04-28,8564,507,16.891518737672584,9.347075978232233,20.551144325081736,55,73,4,46,-0.02097578354906845,0.418525632542307,-0.5728528729495546,-0.49138091190111666,0.22742388117468795,0.7950740534760065,0.9297315488787867,0.22343499073440898,-0.4867167355044593
AAPL,2022-Q3,2022-07-28,8247,468,17.621794871794872,9.835649514324356,16.975870013338184,70,78,5,53,-0.8909807124347594,-0.7841848693950608,0.22629406594946588,0.7434633119552573,-0.9710773957250535,1.900806180826744,1.2777594014002578,0.849052964790754,0.12479916294986158
AAPL,2022-Q4,2022-10-27,8286,509,16.278978388998034,9.327036998777405,22.93024378469708,56,65,5,36,-0.7839454057264252,0.48020309418012075,-1.2431606123415067,-0.5420283911520293,1.0249441527954564,0.8687895286327223,0.37288698484443306,0.849052964790754,-1.360310876153489
AAPL,2023-Q1,2023-02-02,8374,529,15.829867674858223,9.242299237699555,20.778600429902077,61,46,2,51,-0.5424298418717224,1.096977710558258,-1.7346260124301294,-0.7561986788971576,0.3036715780773847,1.2373669044163016,-0.9496188547371569,-1.0278009573782811,-0.04991966517994438
ABNB,2021-Q2,2021-08-12,10453,594,17.597643097643097,8.641235024148145,9.279632641346982,23,87,0,48,-0.9671439737580202,-1.985751856818087,1.333033986567103,1.1556666615954472,-1.5159173901080287,-1.1774246154376093,-0.30674847717010023,-0.8475793795260129,0.30096463271442253
ABNB,2021-Q3,2021-11-04,10402,676,15.387573964497042,7.830673419107583,12.882138050374929,22,92,3,40,-1.0713136520297393,0.33488926801445296,-1.293658653795071,-1.6269173309141622,0.1922268380381282,-1.301364048641568,0.09335823218220492,0.6780635036208102,-1.1436656043148077
ABNB,2021-Q4,2022-02-15,11284,689,16.37735849056604,8.281164025890149,11.875221552640907,34,79,0,42,0.7302090192576394,0.7027957878049776,-0.11728833524812568,-0.0804242039094846,-0.28520717205919544,0.1859091498059383,-0.9469192121337885,-0.8475793795260129,-0.7825080450575002
ABNB,2022-Q1,2022-05-03,11304,686,16.47813411078717,8.176850211310288,13.446567586694975,41,77,1,54,0.7710598734818429,0.6178942832379335,0.0024846510321578294,-0.43852400637053385,0.4598536547097087,1.0534851822336504,-1.1069618958747105,-0.3390317518104052,1.3844373104863452
ABNB,2022-Q2,2022-08-02,10614,673,15.771173848439823,8.330746245760917,15.639721123045035,37,109,1,43,-0.6382945972531813,0.24998776344740883,-0.837745769946972,0.08978703045879813,1.4997473201478184,0.5577274494178149,1.4537210439800423,-0.3390317518104052,-0.6019292654288464
ABNB,2022-Q3,2022-11-01,11502,667,17.244377811094452,8.566879766216953,11.737089201877934,38,101,5,51,1.1754833303014585,0.08018475431332055,0.913174121390914,0.9004118491399477,-0.3507032507284287,0.6816668826217738,0.8135503090163542,1.6951587590520256,0.8427009716003839
AMZN,2020-Q2,2020-07-30,6239,362,17.234806629834253,9.154537877459152,9.616925789389326,29,74,5,34,-0.13914697441149348,0.6289377015241929,-1.1464872043114398,-1.7273929000968784,-1.6326209859765384,-0.2404814448168609,1.392888681268506,0.4827976027072381,-0.6874628859001182
AMZN,2020-Q4,2021-02-02,6738,349,19.306590257879655,9.917817503981532,17.661027010982487,24,56,3,40,0.5490030774352409,0.1670060563369323,0.9161445079410987,0.2605935402977672,0.8218411294270547,-0.9919859598695506,-0.09066139345534666,-0.32186506847149193,0.011651913320341153
AMZN,2021-Q1,2021-04-29,5657,302,18.7317880794702,10.012013640639136,14.49531553827117,17,45,2,29,-0.941758858529328,-1.5030545070323948,0.34388146588890833,0.5059304206571544,-0.14409883875866955,-2.044092280943316,-0.9972753280088121,-0.724196404060857,-1.2700585519171674
AMZN,2021-Q2,2021-07-29,6248,340,18.376470588235293,9.413444081336237,16.48527528809219,27,56,5,34,-0.12673545043028986,-0.15279277494655585,-0.009866442636928497,-1.0530633297050158,0.463089047440798,-0.5410832508379367,-0.09066139345534666,0.4827976027072381,-0.6874628859001182
AMZN,2021-Q3,2021-10-28,7088,378,18.75132275132275,9.83841379594189,12.697516930022573,33,45,3,38,1.0316734544820485,1.1974689571392831,0.3633298451048073,0.05378401805351591,-0.6926534197510691,0.3607221672252908,-0.9972753280088121,-0.32186506847149193,-0.2213863530864786
AMZN,2021-Q4,2022-02-03,6812,377,18.06896551724138,9.7466235159417,15.854374633000587,35,54,2,36,0.6510533857251374,1.16193575366334,-0.31601313794067737,-0.18528673093503284,0.27058503563785374,0.6613239732463667,-0.25550029064688584,-0.724196404060857,-0.4544246194932984
AMZN,2022-Q1,2022-04-28,5838,329,17.74468085106383,9.626380858132471,20.212401507365538,38,62,2,56,-0.6921493206851217,-0.5436580131819303,-0.6388653060920836,-0.49846261690865257,1.6003310900915304,1.1122266822779805,0.40385529811927084,-0.724196404060857,1.8759580445748991
AMZN,2022-Q2,2022-07-28,5956,329,18.103343465045594,10.252639510772664,17.797179314976493,35,51,4,53,-0.5294204507093409,-0.5436580131819303,-0.28178705159495676,1.1326482713786554,0.8633846981704644,0.6613239732463667,-0.5027586364341946,0.08046626711787308,1.5264006449646697
AMZN,2022-Q3,2022-10-27,5208,305,17.075409836065575,9.736348849892533,13.82488479262673,30,47,2,36,-1.5609559993693756,-1.3964548966045653,-1.3051798772373449,-0.21204743052083264,-0.34866449760056,-0.09018054180632297,-0.8324364308172729,-0.724196404060857,-0.4544246194932984
AMZN,2022-Q4,2023-02-02,7615,372,20.47043010752688,10.479416689401912,11.03086014445174,38,81,10,43,1.7584371364925275,0.9842697362836242,2.074843200878634,1.7232967577793101,-1.2011932586808625,1.1122266822779805,1.969824821438893,2.4944542806540633,0.3612093129305708
BA,2019-Q2,2019-07-24,12792,618,20.699029126213592,11.72978875157197,20.55972482801751,60,98,34,141,1.5485650645636422,-0.34224738936460797,2.358753918501872,2.103164564484657,-0.34329535638177433,-0.05420770854544925,0.9199678637924765,2.447216096329287,1.5129675346489582
BA,2021-Q1,2021-04-28,12222,686,17.816326530612244,10.11517307533881,17.263950253640978,62,79,15,135,1.167752122652349,0.8755165774443475,0.7662004699199992,0.7379724201763996,-1.4508052388693227,0.10841541709089908,-0.41320590492373915,-0.10445434557503065,1.2646385168038405
BA,2021-Q2,2021-07-28,12194,761,16.02365308804205,9.386134031530425,18.123667377398718,46,112,16,128,1.1490455219970575,2.2186385996601072,-0.22416470944417552,0.12155429036908967,-1.1619064719123666,-1.1925695879998877,1.9023064302149513,0.029844098735722906,0.9749213293178698
BA,2021-Q3,2021-10-27,9731,592,16.4375,9.820050314932391,24.25238927140068,42,88,16,105,-0.4964672427880563,-0.807863023732738,0.0044656486889381826,0.4884398038120157,0.8975851320936515,-1.5178158392725842,0.2182974592049946,0.029844098735722906,0.02299342757825171
BA,2021-Q4,2022-01-26,9691,619,15.655896607431341,8.817728465158773,22.598287070477763,75,85,11,91,-0.5231909580099015,-0.3243390957350645,-0.42733233843531054,-0.35904479300039954,0.34174173539741814,1.1654657337271632,0.00779633782875002,-0.6416481228180448,-0.5564409473936898
BA,2022-Q1,2022-04-27,9867,639,15.44131455399061,8.596738699937795,21.587108543630283,72,69,16,89,-0.40560661103378287,0.03382677685580477,-0.5458785213583284,-0.5458963737778416,0.001945979902024001,0.9215310452726407,-1.114876309511221,0.029844098735722906,-0.6392172866753957
BA,2022-Q2,2022-07-27,9448,604,15.642384105960264,8.557866171603703,23.708721422523286,61,89,7,85,-0.6855375279826106,-0.5929635001782164,-0.43479734049607344,-0.5787639292538976,0.7148913519717618,0.027103854272724916,0.28846449966374277,-1.178841900061059,-0.8047699652388075
BA,2022-Q3,2022-10-26,8660,579,14.956822107081175,8.31765108602086,19.7459584295612,76,78,13,75,-1.2119947178529595,-1.040670840916803,-0.8135371130961053,-0.7818709302630199,-0.6167528723580172,1.2467772965453374,-0.4833729453824873,-0.3730512341965378,-1.218651661647337
BA,2022-Q4,2023-01-25,9662,636,15.19182389937107,7.8402130090412925,26.392051335127306,52,66,14,91,-0.5425656515457391,-0.019898104032825617,-0.683710014280828,-1.1855550525470044,1.6165957401566193,-0.7047002110908426,-1.3253774308874655,-0.23875278988578422,-0.5564409473936898
