ticker,quarter,date_parsed,excess_return_1d,excess_return_3d,excess_return_5d,y_1d,y_3d,y_5d
ORCL,2020-Q1,2019-09-12,-0.0019343318035103885,-0.01769950556754637,-0.0089525340760497,0,1,1
ORCL,2020-Q2,2019-12-12,-0.03530761558988861,-0.07197589290925571,-0.06908633996646055,1,1,1
ORCL,2020-Q3,2020-03-12,0.11878517232737705,0.15848407262589165,0.1630438134876966,0,0,0
ORCL,2021-Q3,2021-03-10,-0.07544655023918266,-0.07840205459613403,-0.10152150419277957,1,1,1
ORCL,2021-Q4,2021-06-15,-0.05027146578706899,-0.04694264273309223,-0.036290126221086384,1,1,1
ORCL,2022-Q1,2021-09-13,-0.02272816619676264,-0.019771060589021342,-0.005633365102109541,1,1,0
ORCL,2022-Q2,2021-12-09,0.14672054207080107,0.13167906334004412,0.1625660415667225,0,0,0
ORCL,2022-Q3,2022-03-10,0.027979446016731684,0.04991114627472874,0.014892015270823768,0,0,0
ORCL,2022-Q4,2022-06-13,0.10715092078174822,0.09502218326541505,0.05216726043574634,0,0,0
ORCL,2023-Q1,2022-09-12,0.029989744877431945,-0.038005289403220045,-0.053247993394490545,0,1,1
ORCL,2023-Q2,2022-12-12,-0.016428109225213136,0.008474778604931704,0.03347922384644526,1,0,0
PFE,2020-Q4,2021-02-02,-0.005073151882938347,-0.018145133335102193,-0.023373721682928367,1,1,1
PFE,2021-Q1,2021-05-04,0.0001882689539781576,-0.01513800640390059,-0.0019204479902619211,0,1,0
PFE,2021-Q2,2021-07-28,-0.010417532037846958,0.02372682273275459,0.04912407028462824,1,0,0
PFE,2021-Q3,2021-11-02,-0.019966516050392888,0.06456115966183722,0.03797519110881333,1,0,0
PFE,2021-Q4,2022-02-08,-0.019084763594343634,0.005445413911089103,-0.026210838259617897,1,0,1
PFE,2022-Q2,2022-07-28,-0.018719333488227224,-0.025208453534313672,-0.03690323765090234,1,1,1
PFE,2022-Q3,2022-11-01,0.005516810773280187,0.013222100703718556,0.0012593352203128577,0,0,0
PFE,2022-Q4,2023-01-31,-0.014930473634609871,-0.016705761653517486,-0.034335361068843946,1,1,1
PTON,2020-Q2,2020-02-05,-0.11651483798606212,-0.1308500347991234,-0.14703290393026378,1,1,1
PTON,2021-Q2,2021-02-04,-0.06252792834988324,-0.07253320383572465,-0.08184939727239486,1,1,1
PTON,2021-Q3,2021-05-06,-0.006919836904655624,0.09789458608529791,0.15835876069676666,1,0,0
PTON,2021-Q4,2021-08-26,-0.094399791928691,-0.13370986498299858,-0.13026302913810353,1,1,1
PTON,2022-Q1,2021-11-04,-0.3569439096080465,-0.41850590173717156,-0.406242416581329,1,1,1
PTON,2022-Q2,2022-02-08,0.0256108023580015,-0.046252419700910694,-0.09712846251891145,0,1,1
PTON,2022-Q3,2022-05-10,-0.02752495570797316,0.2236424892250023,0.18229872500365707,1,0,0
PTON,2022-Q4,2022-08-25,-0.0024816044844995083,-0.07910863554514871,-0.01126291403592631,1,1,1
PTON,2023-Q1,2022-11-03,-0.009039768521663378,-0.003925822905015319,0.0025553318405747844,1,0,0
PTON,2023-Q2,2023-02-01,0.02334047448781897,-0.03247967939410184,-0.05648068176287635,0,1,1
PYPL,2019-Q4,2020-01-29,0.0006978275398029136,0.00636851699472036,0.007125479704427097,0,0,0
PYPL,2020-Q4,2021-02-03,0.06219513251895395,0.09748763812965411,0.10262308709531098,0,0,0
PYPL,2021-Q1,2021-05-05,0.010688679722614416,-0.020505987291528735,-0.005404081334363393,0,1,0
PYPL,2021-Q2,2021-07-28,-0.06643619211787621,-0.0997970213440478,-0.088029662642066,1,1,1
PYPL,2021-Q3,2021-11-08,-0.10130627338199263,-0.10838416396961342,-0.07037816046652012,1,1,1
PYPL,2021-Q4,2022-02-01,-0.25561865932299593,-0.2734386387834986,-0.31148973578987726,1,1,1
